Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,age_group
2023/06/04 10:24:47 PM GMT+5:30,63,Male,less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Rarely,categories,First page,2,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,No,2,4,Wide product selection,nothing,281062,55+
2023/06/07 10:44:42 PM GMT+5:30,51,Male,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,First page,2,No,Never,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,Yes,3,4,Customer service ,Unknown,938062,45-54
2023/06/08 3:26:38 AM GMT+5:30,32,Female,once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Rarely,Unknown,First page,4,Maybe,Often,others,Often,Yes,Never,Yes,Yes,1,4,Wide product selection,shipping speed and reliability,320530,25-34
2023/06/11 10:42:48 PM GMT+5:30,40,Other,once a month,Beauty and Personal Care,No,Rarely,Unknown,Multiple pages,4,No,Always,others,Always,Yes,Occasionally,Yes,No,4,2,Wide product selection,quality of product is very poor according to the big offers,560700,35-44
2023/06/11 10:49:49 PM GMT+5:30,61,Female,once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,First page,4,Yes,Sometimes,High shipping costs,Often,No,Rarely,No,Sometimes,1,5,.,product quality and accuracy,295549,55+
2023/06/11 11:05:38 PM GMT+5:30,29,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Unknown,First page,4,Yes,Never,Found a better price elsewhere,Sometimes,No,Occasionally,No,Sometimes,3,3,Quick delivery,no problems with amazon,707529,25-34
2023/06/07 3:13:52 PM GMT+5:30,3,Other,once a week,Clothing and Fashion,Yes,Multiple times a day,Unknown,Multiple pages,3,Yes,Often,High shipping costs,Always,Yes,Heavily,No,No,3,3,Customer service,reducing packaging waste,707235,18-24
2023/06/11 11:01:04 PM GMT+5:30,46,Other,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,Keyword,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,No,Yes,1,2,Competitive prices,no problems with amazon,706807,45-54
2023/06/07 12:27:12 PM GMT+5:30,49,Other,once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Unknown,First page,5,Maybe,Always,Found a better price elsewhere,Never,No,Heavily,No,Yes,2,5,User-friendly website/app interface,quality of product is very poor according to the big offers,152500,45-54
2023/06/06 6:39:26 PM GMT+5:30,43,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,1,Maybe,Rarely,High shipping costs,Always,No,Moderately,Yes,Yes,1,5,Quick delivery,scrolling option would be much better than going to next page,818698,35-44
2023/06/07 2:19:05 PM GMT+5:30,8,Female,once a week,Home and Kitchen;others,No,Multiple times a day,Keyword,First page,2,No,Always,High shipping costs,Rarely,Yes,Heavily,Yes,No,5,4,Quick delivery,quality of product is very poor according to the big offers,112547,18-24
2023/06/04 10:13:28 PM GMT+5:30,54,Male,multiple times a week,Home and Kitchen,Sometimes,Few times a month,Filter,First page,3,Maybe,Always,High shipping costs,Never,No,Occasionally,Yes,No,1,2,Customer service ,Unknown,183711,45-54
2023/06/06 6:44:50 PM GMT+5:30,37,Other,multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,No,5,5,User-friendly website/app interface,nothing,296464,35-44
2023/06/05 12:37:54 AM GMT+5:30,12,Female,few times a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,others,Multiple pages,3,No,Always,others,Often,No,Rarely,Sometimes,Yes,3,2,Competitive prices,reducing packaging waste,367252,18-24
2023/06/08 3:30:05 AM GMT+5:30,46,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,4,No,Always,High shipping costs,Rarely,No,Rarely,Sometimes,Yes,4,2,.,shipping speed and reliability,821202,45-54
2023/06/09 3:23:38 PM GMT+5:30,19,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,First page,1,No,Rarely,High shipping costs,Rarely,Yes,Never,Yes,No,4,5,Customer service ,customer service responsiveness,333209,18-24
2023/06/06 7:54:19 PM GMT+5:30,59,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Unknown,Multiple pages,5,No,Always,Found a better price elsewhere,Often,Yes,Never,Sometimes,No,3,3,.,User Interface,209424,55+
2023/06/07 9:23:41 PM GMT+5:30,32,Male,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,Multiple pages,5,No,Sometimes,High shipping costs,Rarely,Yes,Never,Yes,Yes,5,4,Competitive prices,add more familiar brands to the list,168965,25-34
2023/06/08 5:24:42 PM GMT+5:30,42,Other,once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,Yes,3,5,.,shipping speed and reliability,852611,35-44
2023/06/06 7:10:55 PM GMT+5:30,35,Other,once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Often,others,Never,Yes,Moderately,No,Sometimes,2,3,.,i have no problem with amazon yet. but others tell me about the refund issues,243671,35-44
2023/06/06 6:45:33 PM GMT+5:30,23,Male,once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Filter,Multiple pages,3,Maybe,Rarely,High shipping costs,Never,Yes,Moderately,No,Yes,5,3,.,no problems with amazon,287157,18-24
2023/06/09 3:17:31 PM GMT+5:30,47,Other,multiple times a week,Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,5,No,Sometimes,High shipping costs,Never,Yes,Moderately,Sometimes,Yes,1,3,All the above,Unknown,996459,45-54
2023/06/12 3:27:59 PM GMT+5:30,44,Female,once a month,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,5,Yes,Never,High shipping costs,Rarely,No,Moderately,Sometimes,No,2,4,Customer service,User Interface,902586,35-44
2023/06/06 6:34:44 PM GMT+5:30,66,Other,multiple times a week,Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,5,No,Rarely,High shipping costs,Often,Yes,Occasionally,Yes,No,1,3,Quick delivery,quality of product is very poor according to the big offers,613840,55+
2023/06/09 3:22:15 PM GMT+5:30,18,Male,multiple times a week,Clothing and Fashion,No,Few times a month,Keyword,First page,4,Yes,Never,others,Rarely,Yes,Never,No,Yes,2,4,.,i have no problem with amazon yet. but others tell me about the refund issues,629256,18-24
2023/06/09 10:59:38 AM GMT+5:30,29,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple times a day,others,Multiple pages,1,Yes,Always,others,Sometimes,No,Heavily,Yes,No,4,2,All the above,Unknown,501000,25-34
2023/06/08 9:39:55 PM GMT+5:30,49,Other,less than once a month,others,No,Rarely,Filter,Multiple pages,3,Yes,Never,High shipping costs,Sometimes,Yes,Never,Sometimes,No,5,4,Customer service,no problems with amazon,419964,45-54
2023/06/08 5:42:27 PM GMT+5:30,53,Female,less than once a month,Home and Kitchen;others,No,Few times a month,others,Multiple pages,1,No,Never,High shipping costs,Rarely,No,Heavily,No,No,2,5,.,User Interface,912495,45-54
2023/06/08 10:39:27 PM GMT+5:30,17,Male,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,5,Yes,Never,others,Always,No,Rarely,Yes,Sometimes,2,4,Competitive prices,i don't have any problem with amazon,630204,18-24
2023/06/12 3:47:01 PM GMT+5:30,65,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,Unknown,Multiple pages,1,Yes,Rarely,High shipping costs,Never,Yes,Never,No,Sometimes,1,4,.,shipping speed and reliability,802453,55+
2023/06/06 9:47:31 AM GMT+5:30,6,Male,once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,3,No,Sometimes,others,Often,Yes,Heavily,Sometimes,No,4,2,Customer service ,irrelevant product suggestions,976568,18-24
2023/06/08 5:13:33 PM GMT+5:30,65,Female,less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,2,Yes,Always,others,Never,No,Rarely,No,Sometimes,1,5,Customer service ,quality of product is very poor according to the big offers,111407,55+
2023/06/05 4:46:52 PM GMT+5:30,59,Female,few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,No,Heavily,No,Sometimes,3,1,Product recommendations,i don't have any problem with amazon,777313,55+
2023/06/05 12:37:54 AM GMT+5:30,43,Male,multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,No,4,2,Customer service ,quality of product is very poor according to the big offers,666823,35-44
2023/06/12 3:59:59 PM GMT+5:30,50,Female,less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,Yes,5,5,Quick delivery,User Interface,360815,45-54
2023/06/05 10:05:25 PM GMT+5:30,21,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,1,Yes,Rarely,others,Sometimes,No,Moderately,No,Yes,2,2,User-friendly website/app interface,customer service responsiveness,530861,18-24
2023/06/12 4:00:56 PM GMT+5:30,18,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,1,Maybe,Sometimes,High shipping costs,Often,No,Never,Yes,No,4,5,All the above,quality of product is very poor according to the big offers,368760,18-24
2023/06/08 5:42:27 PM GMT+5:30,46,Female,once a month,Home and Kitchen;others,Yes,Few times a month,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Never,No,Occasionally,No,Sometimes,4,1,.,User Interface,442434,45-54
2023/06/06 7:19:43 PM GMT+5:30,63,Male,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,others,First page,5,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,Sometimes,Sometimes,3,1,.,customer service responsiveness,833625,55+
2023/06/08 10:38:51 PM GMT+5:30,49,Male,few times a month,Home and Kitchen,No,Few times a week,categories,First page,2,No,Often,others,Always,Yes,Never,No,Yes,3,4,User-friendly website/app interface,scrolling option would be much better than going to next page,482826,45-54
2023/06/06 7:11:13 PM GMT+5:30,34,Female,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,Multiple pages,3,No,Rarely,High shipping costs,Never,Yes,Heavily,No,Sometimes,5,3,Product recommendations,Unknown,271183,25-34
2023/06/07 1:04:07 PM GMT+5:30,54,Other,once a month,Home and Kitchen;others,No,Few times a month,categories,Multiple pages,5,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,Yes,3,4,User-friendly website/app interface,i don't have any problem with amazon,472735,45-54
2023/06/09 10:59:38 AM GMT+5:30,44,Male,less than once a month,Home and Kitchen;others,No,Few times a month,Filter,Multiple pages,4,Yes,Often,High shipping costs,Often,Yes,Rarely,Yes,No,1,2,User-friendly website/app interface,scrolling option would be much better than going to next page,819320,35-44
2023/06/07 10:17:40 PM GMT+5:30,18,Male,less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,Sometimes,2,4,Quick delivery,i don't have any problem with amazon,398688,18-24
2023/06/08 5:25:40 PM GMT+5:30,64,Female,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,4,Maybe,Often,High shipping costs,Often,No,Never,Sometimes,Yes,2,2,.,customer service responsiveness,873422,55+
2023/06/08 5:39:57 PM GMT+5:30,44,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Filter,Multiple pages,3,No,Rarely,High shipping costs,Never,Yes,Occasionally,Sometimes,No,2,4,Wide product selection,i have no problem with amazon yet. but others tell me about the refund issues,157219,35-44
2023/06/07 11:48:25 AM GMT+5:30,7,Other,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,3,Yes,Rarely,Found a better price elsewhere,Never,No,Occasionally,Yes,Sometimes,1,4,Product recommendations,User Interface,151846,18-24
2023/06/07 9:53:52 PM GMT+5:30,23,Other,few times a month,Groceries and Gourmet Food,Yes,Rarely,Keyword,Multiple pages,4,No,Always,others,Always,No,Never,No,Yes,5,2,Competitive prices,scrolling option would be much better than going to next page,875683,18-24
2023/06/12 3:55:53 PM GMT+5:30,23,Female,multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,3,No,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,No,2,2,Product recommendations,Unknown,296200,18-24
2023/06/04 10:37:00 PM GMT+5:30,51,Male,once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Never,No,Occasionally,No,Sometimes,2,3,Quick delivery,User Interface,884621,45-54
2023/06/09 4:30:15 PM GMT+5:30,63,Male,few times a month,Clothing and Fashion;others,Yes,Rarely,Filter,Multiple pages,3,Yes,Always,High shipping costs,Always,No,Never,Yes,Yes,5,5,All the above,product quality and accuracy,774681,55+
2023/06/12 3:52:33 PM GMT+5:30,53,Female,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,2,Maybe,Never,Changed my mind or no longer need the item,Never,Yes,Rarely,Sometimes,Yes,5,3,Wide product selection,Unknown,538974,45-54
2023/06/11 11:21:30 PM GMT+5:30,19,Other,once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,others,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Never,No,Moderately,Sometimes,No,4,2,Competitive prices,User Interface,379759,18-24
2023/06/06 6:38:49 PM GMT+5:30,38,Other,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,Multiple pages,5,Maybe,Often,others,Always,Yes,Occasionally,Yes,Yes,1,2,All the above,irrelevant product suggestions,332273,35-44
2023/06/12 2:51:24 PM GMT+5:30,6,Other,once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,3,Yes,Always,others,Sometimes,No,Heavily,Yes,Yes,5,5,Product recommendations,Unknown,653960,18-24
2023/06/06 6:40:30 PM GMT+5:30,48,Male,few times a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,others,First page,2,No,Often,others,Never,No,Rarely,Yes,Yes,4,1,All the above,i have no problem with amazon yet. but others tell me about the refund issues,610430,45-54
2023/06/05 1:37:01 PM GMT+5:30,44,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,Filter,First page,1,Yes,Always,Changed my mind or no longer need the item,Never,No,Rarely,Yes,Sometimes,4,4,Wide product selection,nothing,578940,35-44
2023/06/11 11:02:11 PM GMT+5:30,27,Other,once a month,Home and Kitchen;others,No,Few times a month,Filter,First page,4,No,Always,others,Rarely,No,Occasionally,Sometimes,Sometimes,5,1,Quick delivery,product quality and accuracy,999877,25-34
2023/06/07 8:41:53 PM GMT+5:30,65,Male,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,5,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,Sometimes,2,5,.,i have no problem with amazon yet. but others tell me about the refund issues,163525,55+
2023/06/06 7:39:44 PM GMT+5:30,41,Female,once a week,Clothing and Fashion,Yes,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,High shipping costs,Always,No,Occasionally,Sometimes,Sometimes,4,1,Customer service,Unknown,844299,35-44
