Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/07 10:21:00 PM GMT+5:30,64,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,nan,First page,1,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,3,No,5,5,All the above,better app interface and lower shipping charges,278249
2023/06/05 2:56:10 AM GMT+5:30,14,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,nan,Multiple pages,5,No,Sometimes,High shipping costs,Always,Yes,Never,No,2,Yes,3,2,Competitive prices,Customer service responsiveness,646848
2023/06/12 2:49:47 PM GMT+5:30,41,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,4,Yes,Never,High shipping costs,Sometimes,No,Occasionally,Yes,1,Sometimes,5,2,.,.,559785
2023/06/06 4:25:49 PM GMT+5:30,11,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,1,No,Rarely,others,Often,No,Never,Yes,2,Sometimes,1,5,User-friendly website/app interface,Customer service responsiveness,958892
2023/06/08 3:33:39 AM GMT+5:30,66,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,others,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,5,Yes,5,3,Customer service ,User interface of app,177417
2023/06/07 1:33:51 PM GMT+5:30,11,Others,Few times a month,Home and Kitchen;others,Yes,Rarely,Keyword,First page,3,Yes,Often,others,Always,No,Rarely,No,3,No,5,4,Product recommendations,No problems with Amazon,595926
2023/06/04 9:48:15 PM GMT+5:30,51,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,nan,First page,2,No,Rarely,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,No,2,4,User-friendly website/app interface,Reducing packaging waste,687455
2023/06/06 6:37:26 PM GMT+5:30,37,Male,Less than once a month,Beauty and Personal Care;others,Yes,Few times a week,nan,Multiple pages,2,No,Never,High shipping costs,Rarely,Yes,Heavily,Sometimes,1,No,4,3,Customer service ,.,926589
2023/06/08 5:46:49 PM GMT+5:30,3,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,3,Yes,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,2,Sometimes,3,1,Customer service,Customer service responsiveness,544536
2023/06/06 6:41:11 PM GMT+5:30,62,Others,Once a week,Home and Kitchen,Sometimes,Few times a month,nan,First page,1,Yes,Always,High shipping costs,Never,Yes,Moderately,Sometimes,1,No,2,3,All the above,Irrelevant product suggestions,729354
2023/06/06 11:28:31 PM GMT+5:30,30,Male,Multiple times a week,Clothing and Fashion;others,No,Few times a month,Keyword,First page,4,Yes,Sometimes,others,Rarely,Yes,Never,Yes,5,No,2,4,Product recommendations,Irrelevant product suggestions,142138
2023/06/09 9:34:07 AM GMT+5:30,24,Prefer not to say,Multiple times a week,Clothing and Fashion;others,Yes,Few times a month,categories,Multiple pages,2,No,Never,High shipping costs,Sometimes,No,Occasionally,Sometimes,5,Yes,1,4,Customer service ,I don't have any problem with Amazon,858515
2023/06/07 2:33:56 PM GMT+5:30,66,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Often,No,Moderately,Yes,3,Yes,3,3,User-friendly website/app interface,Customer service responsiveness,224855
2023/06/09 10:58:13 AM GMT+5:30,49,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,1,Maybe,Sometimes,others,Rarely,No,Rarely,No,4,No,4,3,Wide product selection,Nothing,443511
2023/06/04 10:24:47 PM GMT+5:30,63,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Rarely,categories,First page,2,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,4,No,2,4,Wide product selection,Nothing,281062
2023/06/07 10:44:42 PM GMT+5:30,51,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,First page,2,No,Never,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,1,Yes,3,4,Customer service ,Nil,938062
2023/06/08 3:26:38 AM GMT+5:30,32,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Rarely,nan,First page,4,Maybe,Often,others,Often,Yes,Never,Yes,1,Yes,1,4,Wide product selection,Shipping speed and reliability,320530
2023/06/11 10:42:48 PM GMT+5:30,40,Others,Once a month,Beauty and Personal Care,No,Rarely,nan,Multiple pages,4,No,Always,others,Always,Yes,Occasionally,Yes,3,No,4,2,Wide product selection,Quality of product is very poor according to the big offers,560700
2023/06/11 10:49:49 PM GMT+5:30,61,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,First page,4,Yes,Sometimes,High shipping costs,Often,No,Rarely,No,5,Sometimes,1,5,.,Product quality and accuracy,295549
2023/06/11 11:05:38 PM GMT+5:30,29,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,nan,First page,4,Yes,Never,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,Sometimes,3,3,Quick delivery,No problems with Amazon,707529
2023/06/07 3:13:52 PM GMT+5:30,3,Others,Once a week,Clothing and Fashion,Yes,Multiple times a day,nan,Multiple pages,3,Yes,Often,High shipping costs,Always,Yes,Heavily,No,1,No,3,3,Customer service,Reducing packaging waste,707235
2023/06/11 11:01:04 PM GMT+5:30,46,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,Keyword,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,No,2,Yes,1,2,Competitive prices,No problems with Amazon,706807
2023/06/07 12:27:12 PM GMT+5:30,49,Others,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,nan,First page,5,Maybe,Always,Found a better price elsewhere,Never,No,Heavily,No,4,Yes,2,5,User-friendly website/app interface,Quality of product is very poor according to the big offers,152500
2023/06/06 6:39:26 PM GMT+5:30,43,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,1,Maybe,Rarely,High shipping costs,Always,No,Moderately,Yes,4,Yes,1,5,Quick delivery,Scrolling option would be much better than going to next page,818698
2023/06/07 2:19:05 PM GMT+5:30,8,Female,Once a week,Home and Kitchen;others,No,Multiple times a day,Keyword,First page,2,No,Always,High shipping costs,Rarely,Yes,Heavily,Yes,1,No,5,4,Quick delivery,Quality of product is very poor according to the big offers,112547
2023/06/04 10:13:28 PM GMT+5:30,54,Male,Multiple times a week,Home and Kitchen,Sometimes,Few times a month,Filter,First page,3,Maybe,Always,High shipping costs,Never,No,Occasionally,Yes,2,No,1,2,Customer service ,.,183711
2023/06/06 6:44:50 PM GMT+5:30,37,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,4,No,5,5,User-friendly website/app interface,Nothing,296464
2023/06/05 12:37:54 AM GMT+5:30,12,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,others,Multiple pages,3,No,Always,others,Often,No,Rarely,Sometimes,2,Yes,3,2,Competitive prices,Reducing packaging waste,367252
2023/06/08 3:30:05 AM GMT+5:30,46,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,4,No,Always,High shipping costs,Rarely,No,Rarely,Sometimes,3,Yes,4,2,.,Shipping speed and reliability,821202
2023/06/09 3:23:38 PM GMT+5:30,19,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,First page,1,No,Rarely,High shipping costs,Rarely,Yes,Never,Yes,4,No,4,5,Customer service ,Customer service responsiveness,333209
2023/06/06 7:54:19 PM GMT+5:30,59,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,nan,Multiple pages,5,No,Always,Found a better price elsewhere,Often,Yes,Never,Sometimes,2,No,3,3,.,User interface ,209424
2023/06/07 9:23:41 PM GMT+5:30,32,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,Multiple pages,5,No,Sometimes,High shipping costs,Rarely,Yes,Never,Yes,5,Yes,5,4,Competitive prices,Add more familiar brands to the list,168965
2023/06/08 5:24:42 PM GMT+5:30,42,Others,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,2,Yes,3,5,.,Shipping speed and reliability,852611
2023/06/06 7:10:55 PM GMT+5:30,35,Prefer not to say,Once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Often,others,Never,Yes,Moderately,No,1,Sometimes,2,3,.,I have no problem with Amazon yet. But others tell me about the refund issues ,243671
2023/06/06 6:45:33 PM GMT+5:30,23,Male,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Filter,Multiple pages,3,Maybe,Rarely,High shipping costs,Never,Yes,Moderately,No,1,Yes,5,3,.,No problems with Amazon,287157
2023/06/09 3:17:31 PM GMT+5:30,47,Others,Multiple times a week,Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,5,No,Sometimes,High shipping costs,Never,Yes,Moderately,Sometimes,5,Yes,1,3,All the above,Nil,996459
2023/06/12 3:27:59 PM GMT+5:30,44,Female,Once a month,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,5,Yes,Never,High shipping costs,Rarely,No,Moderately,Sometimes,1,No,2,4,Customer service,User interface ,902586
2023/06/06 6:34:44 PM GMT+5:30,66,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,5,No,Rarely,High shipping costs,Often,Yes,Occasionally,Yes,1,No,1,3,Quick delivery,Quality of product is very poor according to the big offers,613840
2023/06/09 3:22:15 PM GMT+5:30,18,Male,Multiple times a week,Clothing and Fashion,No,Few times a month,Keyword,First page,4,Yes,Never,others,Rarely,Yes,Never,No,3,Yes,2,4,.,I have no problem with Amazon yet. But others tell me about the refund issues ,629256
2023/06/09 10:59:38 AM GMT+5:30,29,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple times a day,others,Multiple pages,1,Yes,Always,others,Sometimes,No,Heavily,Yes,5,No,4,2,All the above,.,501000
2023/06/08 9:39:55 PM GMT+5:30,49,Prefer not to say,Less than once a month,others,No,Rarely,Filter,Multiple pages,3,Yes,Never,High shipping costs,Sometimes,Yes,Never,Sometimes,2,No,5,4,Customer service,No problems with Amazon,419964
2023/06/08 5:42:27 PM GMT+5:30,53,Female,Less than once a month,Home and Kitchen;others,No,Few times a month,others,Multiple pages,1,No,Never,High shipping costs,Rarely,No,Heavily,No,4,No,2,5,.,User interface ,912495
2023/06/08 10:39:27 PM GMT+5:30,17,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,5,Yes,Never,others,Always,No,Rarely,Yes,4,Sometimes,2,4,Competitive prices,I don't have any problem with Amazon,630204
2023/06/12 3:47:01 PM GMT+5:30,65,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,nan,Multiple pages,1,Yes,Rarely,High shipping costs,Never,Yes,Never,No,2,Sometimes,1,4,.,Shipping speed and reliability,802453
2023/06/06 9:47:31 AM GMT+5:30,6,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,3,No,Sometimes,others,Often,Yes,Heavily,Sometimes,5,No,4,2,Customer service ,Irrelevant product suggestions,976568
2023/06/08 5:13:33 PM GMT+5:30,65,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,2,Yes,Always,others,Never,No,Rarely,No,5,Sometimes,1,5,Customer service ,Quality of product is very poor according to the big offers,111407
2023/06/05 4:46:52 PM GMT+5:30,59,Female,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,No,Heavily,No,4,Sometimes,3,1,Product recommendations,I don't have any problem with Amazon,777313
2023/06/05 12:37:54 AM GMT+5:30,43,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,1,No,4,2,Customer service ,Quality of product is very poor according to the big offers,666823
2023/06/12 3:59:59 PM GMT+5:30,50,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,4,Yes,5,5,Quick delivery,UI,360815
2023/06/05 10:05:25 PM GMT+5:30,21,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,1,Yes,Rarely,others,Sometimes,No,Moderately,No,2,Yes,2,2,User-friendly website/app interface,Customer service responsiveness,530861
2023/06/12 4:00:56 PM GMT+5:30,18,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,1,Maybe,Sometimes,High shipping costs,Often,No,Never,Yes,1,No,4,5,All the above,Quality of product is very poor according to the big offers,368760
2023/06/08 5:42:27 PM GMT+5:30,46,Female,Once a month,Home and Kitchen;others,Yes,Few times a month,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,Sometimes,4,1,.,UI,442434
2023/06/06 7:19:43 PM GMT+5:30,63,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,others,First page,5,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,Sometimes,3,Sometimes,3,1,.,Customer service responsiveness,833625
2023/06/08 10:38:51 PM GMT+5:30,49,Male,Few times a month,Home and Kitchen,No,Few times a week,categories,First page,2,No,Often,others,Always,Yes,Never,No,2,Yes,3,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,482826
2023/06/06 7:11:13 PM GMT+5:30,34,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,Multiple pages,3,No,Rarely,High shipping costs,Never,Yes,Heavily,No,1,Sometimes,5,3,Product recommendations,Nil,271183
2023/06/07 1:04:07 PM GMT+5:30,54,Prefer not to say,Once a month,Home and Kitchen;others,No,Few times a month,categories,Multiple pages,5,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,4,Yes,3,4,User-friendly website/app interface,I don't have any problem with Amazon,472735
2023/06/09 10:59:38 AM GMT+5:30,44,Male,Less than once a month,Home and Kitchen;others,No,Few times a month,Filter,Multiple pages,4,Yes,Often,High shipping costs,Often,Yes,Rarely,Yes,4,No,1,2,User-friendly website/app interface,Scrolling option would be much better than going to next page,819320
2023/06/07 10:17:40 PM GMT+5:30,18,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,1,Sometimes,2,4,Quick delivery,I don't have any problem with Amazon,398688
2023/06/08 5:25:40 PM GMT+5:30,64,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,4,Maybe,Often,High shipping costs,Often,No,Never,Sometimes,5,Yes,2,2,.,Customer service responsiveness,873422
2023/06/08 5:39:57 PM GMT+5:30,44,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Filter,Multiple pages,3,No,Rarely,High shipping costs,Never,Yes,Occasionally,Sometimes,5,No,2,4,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,157219
2023/06/07 11:48:25 AM GMT+5:30,7,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,3,Yes,Rarely,Found a better price elsewhere,Never,No,Occasionally,Yes,3,Sometimes,1,4,Product recommendations,User interface of app,151846
2023/06/07 9:53:52 PM GMT+5:30,23,Prefer not to say,Few times a month,Groceries and Gourmet Food,Yes,Rarely,Keyword,Multiple pages,4,No,Always,others,Always,No,Never,No,3,Yes,5,2,Competitive prices,Scrolling option would be much better than going to next page,875683
2023/06/12 3:55:53 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,3,No,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,2,No,2,2,Product recommendations,.,296200
